row_type,candidate_id,source_id,center_timestamp,start_timestamp,end_timestamp,runtime_track_id,runtime_travel_px,suggested_review_decision,review_decision,reviewed_event_ts,sheet_path,clip_path,notes
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0010,37,808.388,822.0,838.0,37,106.621,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0026_t000828.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0026_t000828.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0011,45,948.192,936.0,952.0,45,416.395,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0030_t000942.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0030_t000942.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0012,56,1227.799,1209.0,1225.0,56,282.554,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0042_t001215.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0042_t001215.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0013,59,1304.601,1308.0,1324.0,59,5.0,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0044_t001314.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0044_t001314.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0014,61,1386.203,1371.0,1387.0,61,56.569,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0046_t001377.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0046_t001377.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0015,62,1478.206,1455.0,1471.0,62,2.0,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0049_t001461.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0049_t001461.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0016,67,1544.807,1547.0,1563.0,67,85.288,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0052_t001553.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0052_t001553.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0017,72,1651.81,1635.0,1651.0,72,225.577,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0056_t001641.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0056_t001641.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
runtime_false_positive_candidate,real_factory_candidate-hard-negative-0018,78,1732.812,1718.0,1734.0,78,10.198,hard_negative_static_or_duplicate,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0059_t001724.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0059_t001724.00.mp4,Runtime false-positive candidate from failed static-detector diagnostic.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0001,event-0001,1.0,,16.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0001_t000001.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0001_t000001.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0002,event-0002,26.0,20.0,36.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0002_t000026.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0002_t000026.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0003,event-0003,45.0,39.0,55.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0003_t000045.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0003_t000045.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0004,event-0004,87.0,81.0,97.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0004_t000087.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0004_t000087.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0005,event-0005,111.0,105.0,121.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0005_t000111.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0005_t000111.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0006,event-0006,150.0,144.0,160.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0006_t000150.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0006_t000150.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0007,event-0007,189.0,183.0,199.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0007_t000189.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0007_t000189.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0008,event-0008,244.0,238.0,254.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0008_t000244.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0008_t000244.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0009,event-0009,265.0,259.0,275.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0009_t000265.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0009_t000265.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0010,event-0010,287.0,281.0,297.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0010_t000287.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0010_t000287.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0011,event-0011,309.0,303.0,319.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0011_t000309.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0011_t000309.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0012,event-0012,330.0,324.0,340.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0012_t000330.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0012_t000330.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0013,event-0013,367.0,361.0,377.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0013_t000367.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0013_t000367.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0014,event-0014,410.0,404.0,420.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0014_t000410.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0014_t000410.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0015,event-0015,446.0,440.0,456.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0015_t000446.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0015_t000446.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0016,event-0016,464.0,458.0,474.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0016_t000464.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0016_t000464.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0017,event-0017,486.0,480.0,496.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0017_t000486.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0017_t000486.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0018,event-0018,510.0,504.0,520.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0018_t000510.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0018_t000510.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0019,event-0019,548.0,542.0,558.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0019_t000548.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0019_t000548.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0020,event-0020,567.0,561.0,577.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0020_t000567.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0020_t000567.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0021,event-0021,591.0,585.0,601.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0021_t000591.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0021_t000591.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0022,event-0022,623.0,617.0,633.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0022_t000623.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0022_t000623.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0023,event-0023,716.0,710.0,726.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0023_t000716.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0023_t000716.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0024,event-0024,746.0,740.0,756.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0024_t000746.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0024_t000746.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0025,event-0025,774.0,768.0,784.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0025_t000774.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0025_t000774.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0026,event-0026,828.0,822.0,838.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0026_t000828.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0026_t000828.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0027,event-0027,850.0,844.0,860.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0027_t000850.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0027_t000850.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0028,event-0028,903.0,897.0,913.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0028_t000903.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0028_t000903.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0029,event-0029,923.0,917.0,933.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0029_t000923.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0029_t000923.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0030,event-0030,942.0,936.0,952.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0030_t000942.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0030_t000942.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0031,event-0031,964.0,958.0,974.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0031_t000964.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0031_t000964.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0032,event-0032,983.0,977.0,993.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0032_t000983.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0032_t000983.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0033,event-0033,1002.0,996.0,1012.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0033_t001002.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0033_t001002.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0034,event-0034,1021.0,1015.0,1031.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0034_t001021.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0034_t001021.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0035,event-0035,1039.0,1033.0,1049.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0035_t001039.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0035_t001039.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0036,event-0036,1060.0,1054.0,1070.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0036_t001060.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0036_t001060.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0037,event-0037,1086.0,1080.0,1096.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0037_t001086.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0037_t001086.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0038,event-0038,1115.0,1109.0,1125.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0038_t001115.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0038_t001115.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0039,event-0039,1149.0,1143.0,1159.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0039_t001149.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0039_t001149.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0040,event-0040,1172.0,1166.0,1182.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0040_t001172.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0040_t001172.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0041,event-0041,1190.0,1184.0,1200.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0041_t001190.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0041_t001190.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0042,event-0042,1215.0,1209.0,1225.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0042_t001215.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0042_t001215.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0043,event-0043,1264.0,1258.0,1274.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0043_t001264.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0043_t001264.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0044,event-0044,1314.0,1308.0,1324.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0044_t001314.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0044_t001314.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0045,event-0045,1358.0,1352.0,1368.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0045_t001358.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0045_t001358.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0046,event-0046,1377.0,1371.0,1387.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0046_t001377.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0046_t001377.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0047,event-0047,1413.0,1407.0,1423.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0047_t001413.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0047_t001413.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0048,event-0048,1434.0,1428.0,1444.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0048_t001434.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0048_t001434.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0049,event-0049,1461.0,1455.0,1471.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0049_t001461.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0049_t001461.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0050,event-0050,1505.0,1499.0,1515.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0050_t001505.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0050_t001505.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0051,event-0051,1535.0,1529.0,1545.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0051_t001535.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0051_t001535.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0052,event-0052,1553.0,1547.0,1563.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0052_t001553.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0052_t001553.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0053,event-0053,1576.0,1570.0,1586.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0053_t001576.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0053_t001576.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
possible_true_or_missed_event_window,real_factory_candidate-motion-window-0054,event-0054,1603.0,1597.0,1613.0,,,review_for_true_placement_or_background,,,data/events/mined/real_factory_blind_motion_v1/sheets/real_factory_event_0054_t001603.00.jpg,data/events/mined/real_factory_blind_motion_v1/clips/real_factory_event_0054_t001603.00.mp4,Motion-mined candidate window; review may identify one of the 4 true placements or a hard negative.
